Dm_FBgn,Dm_FBpp,name,CG,len
FBgn0035715,FBpp0303097,CG10103,CG10103,384
FBgn0035715,FBpp0303098,CG10103,CG10103,327
FBgn0035713,FBpp0076659,velo,CG10107,1833
FBgn0035713,FBpp0076660,velo,CG10107,711
FBgn0035713,FBpp0076661,velo,CG10107,1833
FBgn0035713,FBpp0311275,velo,CG10107,711
FBgn0005626,FBpp0076665,ple,CG10118,508
FBgn0005626,FBpp0076666,ple,CG10118,579
FBgn0005626,FBpp0311654,ple,CG10118,579
FBgn0035710,FBpp0076667,SP1173,CG10121,741
FBgn0035710,FBpp0076668,SP1173,CG10121,741
FBgn0035710,FBpp0076669,SP1173,CG10121,741
FBgn0035710,FBpp0076670,SP1173,CG10121,741
FBgn0041232,FBpp0289303,CG32395,CG32395,371
FBgn0035709,FBpp0076672,eIF4E4,CG10124,229
FBgn0035703,FBpp0292155,CG8270,CG8270,642
FBgn0020251,FBpp0076677,sfl,CG8339,1048
FBgn0020251,FBpp0290777,sfl,CG8339,1048
FBgn0052396,FBpp0076678,CG32396,CG32396,462
FBgn0042185,FBpp0076679,MCU,CG18769,366
FBgn0042185,FBpp0076680,MCU,CG18769,366
FBgn0042185,FBpp0076681,MCU,CG18769,366
FBgn0042185,FBpp0076682,MCU,CG18769,366
FBgn0042185,FBpp0076683,MCU,CG18769,285
FBgn0042185,FBpp0310698,MCU,CG18769,365
FBgn0042185,FBpp0300165,MCU,CG18769,443
FBgn0042185,FBpp0300166,MCU,CG18769,457
FBgn0035708,FBpp0076687,axed,CG8398,537
FBgn0035708,FBpp0076689,axed,CG8398,435
FBgn0035708,FBpp0076690,axed,CG8398,435
FBgn0035708,FBpp0303217,axed,CG8398,435
FBgn0035708,FBpp0423135,axed,CG8398,582
FBgn0004619,FBpp0076691,GluRIA,CG8442,991
FBgn0024177,FBpp0076692,zpg,CG10125,367
FBgn0024177,FBpp0303218,zpg,CG10125,367
FBgn0002926,FBpp0076693,ndl,CG10129,2616
FBgn0035704,FBpp0076695,Vps8,CG10144,1229
FBgn0035702,FBpp0076696,CG10147,CG10147,448
FBgn0035702,FBpp0305274,CG10147,CG10147,448
FBgn0020641,FBpp0076699,Lcp65Ad,CG6955,108
FBgn0020641,FBpp0305758,Lcp65Ad,CG6955,108
FBgn0020642,FBpp0076700,Lcp65Ac,CG6956,109
FBgn0020643,FBpp0076701,Lcp65Ab2,CG18773,104
FBgn0020644,FBpp0076702,Lcp65Ab1,CG32400,104
FBgn0020645,FBpp0076703,Lcp65Aa,CG7287,102
FBgn0035686,FBpp0076704,Cpr65Az,CG12330,239
FBgn0035687,FBpp0076705,Prdm13,CG13296,465
FBgn0035689,FBpp0076706,CG7376,CG7376,1270
FBgn0035689,FBpp0304173,CG7376,CG7376,1270
FBgn0035691,FBpp0076707,CG7386,CG7386,662
FBgn0024921,FBpp0076708,Tnpo,CG7398,893
FBgn0024921,FBpp0076709,Tnpo,CG7398,893
FBgn0024921,FBpp0076710,Tnpo,CG7398,893
FBgn0024921,FBpp0305273,Tnpo,CG7398,893
FBgn0035693,FBpp0076711,CG8219,CG8219,853
FBgn0041625,FBpp0076712,Or65a,CG32401,417
FBgn0035699,FBpp0076715,CG13300,CG13300,388
FBgn0001258,FBpp0076716,Ldh,CG10160,332
FBgn0001258,FBpp0304375,Ldh,CG10160,332
FBgn0001258,FBpp0304376,Ldh,CG10160,332
FBgn0001258,FBpp0304377,Ldh,CG10160,332
FBgn0035697,FBpp0076717,CG10163,CG10163,378
FBgn0035696,FBpp0076718,Best2,CG10173,809
FBgn0004513,FBpp0076719,Mdr65,CG10181,1302
FBgn0035695,FBpp0076720,CG10226,CG10226,1320
FBgn0035695,FBpp0304378,CG10226,CG10226,1206
FBgn0035694,FBpp0076721,CG13299,CG13299,112
FBgn0002526,FBpp0076722,LanA,CG10236,3712
FBgn0035692,FBpp0076723,Sf3b6,CG13298,121
FBgn0022935,FBpp0076724,D19A,CG10269,845
FBgn0022699,FBpp0076725,D19B,CG10270,774
FBgn0035690,FBpp0112062,CG10274,CG10274,863
FBgn0035688,FBpp0076727,fmt,CG10289,991
FBgn0035688,FBpp0304174,fmt,CG10289,967
FBgn0035688,FBpp0304175,fmt,CG10289,991
FBgn0035688,FBpp0304176,fmt,CG10289,996
FBgn0035685,FBpp0076728,CG13297,CG13297,145
FBgn0020765,FBpp0076729,Acp65Aa,CG10297,105
FBgn0042118,FBpp0076730,Cpr65Ax2,CG18777,102
FBgn0042118,FBpp0305759,Cpr65Ax2,CG18777,102
FBgn0052404,FBpp0076731,Cpr65Aw,CG32404,117
FBgn0052404,FBpp0297891,Cpr65Aw,CG32404,86
FBgn0052405,FBpp0076732,Cpr65Av,CG32405,111
FBgn0035641,FBpp0076733,CG5568,CG5568,545
FBgn0035642,FBpp0290125,CG18586,CG18586,545
FBgn0035642,FBpp0303952,CG18586,CG18586,536
FBgn0035643,FBpp0076735,CG13287,CG13287,461
FBgn0035643,FBpp0303119,CG13287,CG13287,470
FBgn0035645,FBpp0076737,CG5592,CG5592,540
FBgn0052409,FBpp0076738,CG32409,CG32409,349
FBgn0035648,FBpp0112061,CG13288,CG13288,250
FBgn0035648,FBpp0303953,CG13288,CG13288,273
FBgn0052407,FBpp0076740,CG32407,CG32407,241
FBgn0052407,FBpp0303151,CG32407,CG32407,241
FBgn0052406,FBpp0076745,PVRAP,CG32406,474
FBgn0040060,FBpp0076746,yip7,CG6457,270
FBgn0035663,FBpp0076747,CG6462,CG6462,319
FBgn0035665,FBpp0076749,Jon65Aiii,CG6483,274
FBgn0035666,FBpp0076750,Jon65Aii,CG6580,259
FBgn0028980,FBpp0076751,tant,CG6586,299
FBgn0028980,FBpp0305582,tant,CG6586,299
FBgn0035669,FBpp0076752,CG6592,CG6592,438
FBgn0035673,FBpp0076755,CG6602,CG6602,436
FBgn0035675,FBpp0076756,CG6610,CG6610,91
FBgn0035675,FBpp0304369,CG6610,CG6610,91
FBgn0035675,FBpp0304370,CG6610,CG6610,91
FBgn0035676,FBpp0076757,ssp6,CG6619,866
FBgn0035676,FBpp0311663,ssp6,CG6619,866
FBgn0035677,FBpp0304371,CG13293,CG13293,599
FBgn0035677,FBpp0304372,CG13293,CG13293,594
FBgn0035677,FBpp0304373,CG13293,CG13293,599
FBgn0035677,FBpp0304374,CG13293,CG13293,599
FBgn0061492,FBpp0290661,loj,CG10733,237
FBgn0061492,FBpp0290662,loj,CG10733,237
FBgn0061492,FBpp0290663,loj,CG10733,237
FBgn0005658,FBpp0076762,Ets65A,CG7018,490
FBgn0005658,FBpp0076763,Ets65A,CG7018,257
FBgn0005658,FBpp0271863,Ets65A,CG7018,499
FBgn0005658,FBpp0312432,Ets65A,CG7018,657
FBgn0005658,FBpp0312433,Ets65A,CG7018,728
FBgn0020640,FBpp0076764,Lcp65Ae,CG10529,99
FBgn0020639,FBpp0076765,Lcp65Af,CG10533,100
FBgn0020638,FBpp0076766,Lcp65Ag1,CG10530,105
FBgn0020637,FBpp0076767,Lcp65Ag2,CG10534,105
FBgn0042119,FBpp0076768,Cpr65Au,CG18778,106
FBgn0042119,FBpp0311912,Cpr65Au,CG18778,106
FBgn0035679,FBpp0076771,CG10467,CG10467,364
FBgn0035678,FBpp0076772,CG10469,CG10469,267
FBgn0035674,FBpp0076773,CG13295,CG13295,485
FBgn0035670,FBpp0076774,CG10472,CG10472,290
FBgn0035667,FBpp0076775,Jon65Ai,CG10475,262
FBgn0035667,FBpp0312145,Jon65Ai,CG10475,262
FBgn0035661,FBpp0076776,CG10477,CG10477,272
FBgn0035661,FBpp0312379,CG10477,CG10477,272
FBgn0035657,FBpp0076777,alphaKap4,CG10478,442
FBgn0035656,FBpp0076778,CG10479,CG10479,378
FBgn0035656,FBpp0304351,CG10479,CG10479,379
FBgn0002638,FBpp0076782,Rcc1,CG10480,547
FBgn0002638,FBpp0076783,Rcc1,CG10480,547
FBgn0002638,FBpp0076784,Rcc1,CG10480,547
FBgn0035649,FBpp0076785,CG10483,CG10483,671
FBgn0035647,FBpp0113136,CG10486,CG10486,706
FBgn0035647,FBpp0293797,CG10486,CG10486,327
FBgn0052413,FBpp0112347,CG32413,CG32413,332
FBgn0052412,FBpp0076788,QC,CG32412,340
FBgn0035644,FBpp0076789,DNApol,CG10489,525
FBgn0029121,FBpp0076791,Sras,CG4852,302
FBgn0040239,FBpp0076792,bc10,CG4867,79
FBgn0035617,FBpp0076793,l,CG5146,1929
FBgn0035620,FBpp0076794,Alp9,CG5150,517
FBgn0035620,FBpp0311826,Alp9,CG5150,517
FBgn0035623,FBpp0076796,mthl2,CG17795,518
FBgn0035625,FBpp0076797,Blimp,CG5249,1203
FBgn0035625,FBpp0304191,Blimp,CG5249,1216
FBgn0035625,FBpp0304192,Blimp,CG5249,1216
FBgn0035625,FBpp0304193,Blimp,CG5249,1203
FBgn0035625,FBpp0304194,Blimp,CG5249,1203
FBgn0035625,FBpp0311662,Blimp,CG5249,1203
FBgn0035626,FBpp0076798,lin,CG17334,195
FBgn0016756,FBpp0076802,Usp47,CG5486,1556
FBgn0016756,FBpp0076803,Usp47,CG5486,1556
FBgn0016756,FBpp0297369,Usp47,CG5486,1538
FBgn0035631,FBpp0076804,Txl,CG5495,287
FBgn0035639,FBpp0076818,kri,CG5537,261
FBgn0035639,FBpp0302670,kri,CG5537,261
FBgn0035639,FBpp0302671,kri,CG5537,261
FBgn0035640,FBpp0076819,mad2,CG17498,207
FBgn0035638,FBpp0076821,Tektin,CG10541,421
FBgn0035638,FBpp0303911,Tektin,CG10541,421
FBgn0035638,FBpp0303912,Tektin,CG10541,421
FBgn0035636,FBpp0076823,Cralbp,CG10546,324
FBgn0040298,FBpp0076824,Myt1,CG32417,533
FBgn0052418,FBpp0076825,vito,CG32418,264
FBgn0035632,FBpp0076826,Ppat,CG10575,518
FBgn0035630,FBpp0076827,CG10576,CG10576,391
FBgn0035630,FBpp0311675,CG10576,CG10576,391
FBgn0035630,FBpp0311825,CG10576,CG10576,391
FBgn0035627,FBpp0076831,Sse,CG10583,634
FBgn0035624,FBpp0076832,Eaf6,CG12756,225
FBgn0035622,FBpp0076833,TM9SF3,CG10590,592
FBgn0035621,FBpp0076834,CG10591,CG10591,312
FBgn0035619,FBpp0076835,Alp10,CG10592,524
FBgn0003486,FBpp0076836,spo,CG10594,543
FBgn0003486,FBpp0312220,spo,CG10594,543
FBgn0015766,FBpp0076837,Msr,CG10596,617
FBgn0015766,FBpp0076838,Msr,CG10596,608
FBgn0015766,FBpp0076839,Msr,CG10596,625
FBgn0015766,FBpp0311254,Msr,CG10596,605
FBgn0029118,FBpp0076840,ScsbetaG,CG10622,416
FBgn0029118,FBpp0311088,ScsbetaG,CG10622,416
FBgn0035612,FBpp0076843,frm,CG10625,268
FBgn0035612,FBpp0076844,frm,CG10625,268
FBgn0035612,FBpp0076845,frm,CG10625,682
FBgn0035612,FBpp0076846,frm,CG10625,682
FBgn0035612,FBpp0112057,frm,CG10625,652
FBgn0035612,FBpp0112059,frm,CG10625,53
FBgn0035612,FBpp0271739,frm,CG10625,1180
FBgn0035612,FBpp0271740,frm,CG10625,766
FBgn0035612,FBpp0271741,frm,CG10625,752
FBgn0035612,FBpp0271742,frm,CG10625,53
FBgn0035611,FBpp0076847,CG13285,CG13285,198
FBgn0035611,FBpp0297548,CG13285,CG13285,154
FBgn0035600,FBpp0076848,Cyt,CG4769,307
FBgn0035600,FBpp0297223,Cyt,CG4769,307
FBgn0035607,FBpp0305790,CG4835,CG4835,1224
FBgn0035610,FBpp0076853,Lkr,CG10626,542
FBgn0035608,FBpp0076856,blanks,CG10630,324
FBgn0035604,FBpp0076857,Ir64a,CG10633,859
FBgn0035603,FBpp0076858,Pfdn4,CG10635,138
FBgn0035601,FBpp0076859,Uev1A,CG10640,145
FBgn0035601,FBpp0076860,Uev1A,CG10640,103
FBgn0035601,FBpp0311276,Uev1A,CG10640,145
FBgn0004380,FBpp0076861,Klp64D,CG10642,677
FBgn0016031,FBpp0076862,lama,CG10645,658
FBgn0016031,FBpp0076863,lama,CG10645,658
FBgn0016031,FBpp0076864,lama,CG10645,658
FBgn0016031,FBpp0305772,lama,CG10645,658
FBgn0035594,FBpp0076865,CG4597,CG4597,188
FBgn0040842,FBpp0076866,CG15212,CG15212,63
FBgn0035593,FBpp0076867,CG4603,CG4603,347
FBgn0035593,FBpp0303184,CG4603,CG4603,371
FBgn0035593,FBpp0304189,CG4603,CG4603,347
FBgn0035591,FBpp0076868,CG4611,CG4611,703
FBgn0035589,FBpp0076869,CHMP2B,CG4618,212
FBgn0035587,FBpp0076870,Gdap1,CG4623,327
FBgn0035587,FBpp0310631,Gdap1,CG4623,320
FBgn0035587,FBpp0304190,Gdap1,CG4623,326
FBgn0028962,FBpp0076871,AlaRS,CG4633,1012
FBgn0010747,FBpp0076872,Srp54k,CG4659,508
FBgn0035598,FBpp0076874,CG4669,CG4669,611
FBgn0035586,FBpp0076880,Fitm,CG10671,480
FBgn0035586,FBpp0076881,Fitm,CG10671,423
FBgn0035588,FBpp0076882,CG10672,CG10672,317
FBgn0035590,FBpp0076883,Prpk,CG10673,224
FBgn0035592,FBpp0076884,CG10674,CG10674,108
FBgn0040843,FBpp0076885,CG15213,CG15213,62
FBgn0052523,FBpp0076886,CG32523,CG32523,262
FBgn0031169,FBpp0304585,CG1494,CG1494,1695
FBgn0031169,FBpp0304586,CG1494,CG1494,1695
FBgn0020369,FBpp0076890,Rpt6,CG1489,405
FBgn0031174,FBpp0076891,CG1486,CG1486,852
FBgn0031174,FBpp0076892,CG1486,CG1486,852
FBgn0000709,FBpp0076893,fliI,CG1484,1256
FBgn0015379,FBpp0076894,dod,CG17051,166
FBgn0011710,FBpp0076897,Sep1,CG1403,361
FBgn0003423,FBpp0076906,slgA,CG1417,356
FBgn0003423,FBpp0089304,slgA,CG1417,669
FBgn0003423,FBpp0089305,slgA,CG1417,669
FBgn0003423,FBpp0089306,slgA,CG1417,669
FBgn0003423,FBpp0076902,slgA,CG1417,669
FBgn0003423,FBpp0076903,slgA,CG1417,681
FBgn0003423,FBpp0076904,slgA,CG1417,681
FBgn0003423,FBpp0076905,slgA,CG1417,669
FBgn0003423,FBpp0300179,slgA,CG1417,669
FBgn0003423,FBpp0300180,slgA,CG1417,669
FBgn0003423,FBpp0300181,slgA,CG1417,669
FBgn0003423,FBpp0300182,slgA,CG1417,669
FBgn0003423,FBpp0300183,slgA,CG1417,669
FBgn0003423,FBpp0300184,slgA,CG1417,681
FBgn0020272,FBpp0076907,mst,CG1424,574
FBgn0020272,FBpp0312074,mst,CG1424,574
FBgn0031182,FBpp0076908,Cyp6t1,CG1644,529
FBgn0031181,FBpp0076909,Ir20a,CG14584,563
FBgn0031178,FBpp0076914,CG10918,CG10918,183
FBgn0031176,FBpp0076915,whe,CG1678,85
FBgn0031176,FBpp0312077,whe,CG1678,85
FBgn0028583,FBpp0076916,lcs,CG12794,145
FBgn0001565,FBpp0076917,Hlc,CG1666,560
FBgn0001565,FBpp0310396,Hlc,CG1666,560
FBgn0015527,FBpp0076918,peng,CG1685,737
FBgn0015558,FBpp0076919,tty,CG1693,970
FBgn0015558,FBpp0305891,tty,CG1693,967
FBgn0015558,FBpp0302934,tty,CG1693,542
FBgn0015558,FBpp0302935,tty,CG1693,970
FBgn0015558,FBpp0302936,tty,CG1693,966
FBgn0015558,FBpp0302937,tty,CG1693,966
FBgn0029067,FBpp0076921,Dd,CG1696,243
FBgn0029067,FBpp0308686,Dd,CG1696,240
FBgn0029067,FBpp0308687,Dd,CG1696,182
FBgn0031171,FBpp0290160,CG1801,CG1801,1655
FBgn0031170,FBpp0297618,ABCA,CG1718,1714
FBgn0031170,FBpp0304764,ABCA,CG1718,1709
FBgn0031170,FBpp0304765,ABCA,CG1718,1692
FBgn0052521,FBpp0076930,CG32521,CG32521,348
FBgn0052521,FBpp0076928,CG32521,CG32521,388
FBgn0052521,FBpp0076929,CG32521,CG32521,388
FBgn0052521,FBpp0302772,CG32521,CG32521,388
FBgn0052521,FBpp0302773,CG32521,CG32521,233
FBgn0052521,FBpp0302774,CG32521,CG32521,348
FBgn0052521,FBpp0304197,CG32521,CG32521,230
FBgn0052521,FBpp0304198,CG32521,CG32521,283
FBgn0052521,FBpp0304199,CG32521,CG32521,323
FBgn0031168,FBpp0076931,CG1722,CG1722,280
FBgn0040648,FBpp0076933,CG11666,CG11666,96
FBgn0031145,FBpp0076934,Ntf,CG1740,130
FBgn0031145,FBpp0111920,Ntf,CG1740,129
FBgn0031145,FBpp0305902,Ntf,CG1740,89
FBgn0031145,FBpp0305904,Ntf,CG1740,130
FBgn0025814,FBpp0076935,Mgstl,CG1742,151
FBgn0025814,FBpp0076936,Mgstl,CG1742,152
FBgn0025814,FBpp0311834,Mgstl,CG1742,151
FBgn0031148,FBpp0076937,Cbs,CG1753,522
FBgn0031148,FBpp0076938,Cbs,CG1753,522
FBgn0031148,FBpp0309380,Cbs,CG1753,522
FBgn0031150,FBpp0076939,bves,CG32513,414
FBgn0031150,FBpp0089240,bves,CG32513,414
FBgn0031150,FBpp0305068,bves,CG32513,399
FBgn0031150,FBpp0305069,bves,CG32513,388
FBgn0031161,FBpp0076942,CG15445,CG15445,618
FBgn0031161,FBpp0302761,CG15445,CG15445,618
FBgn0031161,FBpp0302762,CG15445,CG15445,618
FBgn0031161,FBpp0302763,CG15445,CG15445,618
FBgn0031161,FBpp0302764,CG15445,CG15445,618
FBgn0031163,FBpp0076948,CG14579,CG14579,263
FBgn0031164,FBpp0076949,CG1724,CG1724,185
FBgn0031157,FBpp0076952,CG1503,CG1503,307
FBgn0031157,FBpp0310781,CG1503,CG1503,307
FBgn0031155,FBpp0289582,CG15446,CG15446,373
FBgn0031155,FBpp0310885,CG15446,CG15446,370
FBgn0031155,FBpp0293678,CG15446,CG15446,315
FBgn0052512,FBpp0076954,CG32512,CG32512,436
FBgn0052512,FBpp0309381,CG32512,CG32512,436
FBgn0052512,FBpp0305070,CG32512,CG32512,208
FBgn0052512,FBpp0305071,CG32512,CG32512,233
FBgn0031149,FBpp0076956,Stt3A,CG1518,713
FBgn0031149,FBpp0311838,Stt3A,CG1518,713
FBgn0031146,FBpp0076958,CG15449,CG15449,131
FBgn0031144,FBpp0076959,CG1529,CG1529,295
FBgn0031144,FBpp0309382,CG1529,CG1529,512
FBgn0031144,FBpp0309383,CG1529,CG1529,512
FBgn0031143,FBpp0076960,CG1532,CG1532,288
FBgn0031143,FBpp0308695,CG1532,CG1532,288
FBgn0031142,FBpp0076961,r,CG10998,594
FBgn0031141,FBpp0076963,CG1304,CG1304,260
FBgn0011834,FBpp0076964,Ser6,CG2071,259
FBgn0031139,FBpp0076965,CG11227,CG11227,753
FBgn0031139,FBpp0076966,CG11227,CG11227,764
FBgn0031139,FBpp0076967,CG11227,CG11227,183
FBgn0031132,FBpp0076972,CG15450,CG15450,407
FBgn0031134,FBpp0076978,CG1314,CG1314,378
FBgn0052507,FBpp0292112,CG32507,CG32507,193
FBgn0031130,FBpp0076984,CG15452,CG15452,115
FBgn0031129,FBpp0076985,CG1324,CG1324,292
FBgn0031129,FBpp0312195,CG1324,CG1324,292
FBgn0031101,FBpp0076989,CG1631,CG1631,183
FBgn0027334,FBpp0076990,l,CG11738,240
FBgn0031107,FBpp0290558,HERC2,CG11734,4912
FBgn0031109,FBpp0297995,Obp19a,CG11748,146
FBgn0031110,FBpp0076994,Obp19b,CG1670,163
FBgn0011280,FBpp0076995,Obp19d,CG1668,150
FBgn0011280,FBpp0076996,Obp19d,CG1668,150
FBgn0031114,FBpp0309346,cactin,CG1676,720
FBgn0002641,FBpp0076998,mal,CG1692,781
FBgn0002641,FBpp0311241,mal,CG1692,781
FBgn0031116,FBpp0305155,CG1695,CG1695,1192
FBgn0052506,FBpp0300194,CG32506,CG32506,1155
FBgn0052506,FBpp0309347,CG32506,CG32506,1155
FBgn0031117,FBpp0077002,GstT3,CG1702,228
FBgn0031117,FBpp0309051,GstT3,CG1702,228
FBgn0031117,FBpp0289447,GstT3,CG1702,268
FBgn0040649,FBpp0077003,CG15461,CG15461,58
FBgn0031119,FBpp0077004,CG1812,CG1812,616
FBgn0026323,FBpp0077011,Tak1,CG18492,678
FBgn0026323,FBpp0309350,Tak1,CG18492,258
FBgn0031118,FBpp0077012,RhoGAP19D,CG1412,2181
FBgn0031118,FBpp0290752,RhoGAP19D,CG1412,2109
FBgn0031118,FBpp0309351,RhoGAP19D,CG1412,2206
FBgn0031118,FBpp0311266,RhoGAP19D,CG1412,2135
FBgn0031118,FBpp0293445,RhoGAP19D,CG1412,2135
FBgn0040650,FBpp0077015,CG15456,CG15456,95
FBgn0040650,FBpp0309348,CG15456,CG15456,95
FBgn0023177,FBpp0077016,Pp4,CG32505,307
FBgn0023177,FBpp0077017,Pp4,CG32505,307
FBgn0023177,FBpp0311268,Pp4,CG32505,307
FBgn0023177,FBpp0312200,Pp4,CG32505,307
FBgn0023177,FBpp0401522,Pp4,CG32505,307
FBgn0031111,FBpp0077018,Obp19c,CG15457,175
FBgn0031111,FBpp0309320,Obp19c,CG15457,175
FBgn0040651,FBpp0077020,CG15458,CG15458,63
FBgn0031108,FBpp0077021,CG15459,CG15459,302
FBgn0031106,FBpp0077022,Syx16,CG1467,352
FBgn0031104,FBpp0291450,jb,CG15460,152
FBgn0031103,FBpp0077024,CG12679,CG12679,190
FBgn0031100,FBpp0297617,CG1504,CG1504,425
FBgn0031100,FBpp0307044,CG1504,CG1504,425
FBgn0031100,FBpp0307045,CG1504,CG1504,425
FBgn0031100,FBpp0307046,CG1504,CG1504,425
FBgn0027107,FBpp0077031,Inx6,CG17063,481
FBgn0031183,FBpp0077036,CG14621,CG14621,373
FBgn0031183,FBpp0309677,CG14621,CG14621,373
FBgn0031183,FBpp0308637,CG14621,CG14621,373
FBgn0031183,FBpp0308638,CG14621,CG14621,260
FBgn0014395,FBpp0077037,tilB,CG14620,395
FBgn0031187,FBpp0077038,Usp2,CG14619,856
FBgn0031187,FBpp0077039,Usp2,CG14619,856
FBgn0031187,FBpp0077040,Usp2,CG14619,856
FBgn0031187,FBpp0077041,Usp2,CG14619,938
FBgn0031187,FBpp0301177,Usp2,CG14619,938
FBgn0031187,FBpp0301178,Usp2,CG14619,938
FBgn0031187,FBpp0352241,Usp2,CG14619,315
FBgn0031187,FBpp0308589,Usp2,CG14619,565
FBgn0031187,FBpp0308590,Usp2,CG14619,950
FBgn0031189,FBpp0077043,CG14618,CG14618,319
FBgn0027279,FBpp0288797,l,CG14616,1300
FBgn0027279,FBpp0288798,l,CG14616,1416
FBgn0027279,FBpp0288799,l,CG14616,1696
FBgn0027279,FBpp0288800,l,CG14616,1447
FBgn0027279,FBpp0288801,l,CG14616,1846
FBgn0027279,FBpp0310176,l,CG14616,1334
FBgn0027279,FBpp0310177,l,CG14616,1413
FBgn0027279,FBpp0310178,l,CG14616,1146
FBgn0027279,FBpp0310179,l,CG14616,1700
FBgn0027279,FBpp0310180,l,CG14616,1687
FBgn0052499,FBpp0077054,Cda4,CG32499,486
FBgn0031190,FBpp0077057,CG12576,CG12576,369
FBgn0031190,FBpp0077058,CG12576,CG12576,290
FBgn0031190,FBpp0312094,CG12576,CG12576,369
FBgn0031190,FBpp0307050,CG12576,CG12576,369
FBgn0031188,FBpp0077059,CG14613,CG14613,241
FBgn0031188,FBpp0307051,CG14613,CG14613,241
FBgn0031184,FBpp0077061,CG14615,CG14615,304
FBgn0031184,FBpp0308583,CG14615,CG14615,304
FBgn0031617,FBpp0289583,CG15635,CG15635,1136
FBgn0031620,FBpp0077069,CG11929,CG11929,919
FBgn0031620,FBpp0309911,CG11929,CG11929,918
FBgn0031621,FBpp0077070,Elba3,CG15634,379
FBgn0031628,FBpp0077073,CG3294,CG3294,456
FBgn0031628,FBpp0077074,CG3294,CG3294,314
FBgn0031630,FBpp0077075,CG15629,CG15629,325
FBgn0031632,FBpp0077076,CG15628,CG15628,364
FBgn0031632,FBpp0307905,CG15628,CG15628,364
FBgn0031636,FBpp0077077,CG12194,CG12194,485
FBgn0031636,FBpp0304752,CG12194,CG12194,485
FBgn0031636,FBpp0289980,CG12194,CG12194,496
FBgn0031638,FBpp0077078,CG11927,CG11927,489
FBgn0031640,FBpp0077079,Mon1,CG11926,528
FBgn0051660,FBpp0077080,smog,CG31660,790
FBgn0051660,FBpp0099696,smog,CG31660,944
FBgn0051660,FBpp0307795,smog,CG31660,926
FBgn0051660,FBpp0293448,smog,CG31660,951
FBgn0051660,FBpp0293449,smog,CG31660,894
FBgn0031643,FBpp0077081,CG3008,CG3008,603
FBgn0031639,FBpp0077099,mRpS2,CG2937,264
FBgn0031635,FBpp0077104,tank,CG15626,497
FBgn0031635,FBpp0077103,tank,CG15626,497
FBgn0031634,FBpp0304756,Ir25a,CG15627,947
FBgn0031634,FBpp0288417,Ir25a,CG15627,934
FBgn0031634,FBpp0307902,Ir25a,CG15627,929
FBgn0031634,FBpp0307903,Ir25a,CG15627,934
FBgn0031633,FBpp0077106,Fnta,CG2976,331
FBgn0031633,FBpp0307904,Fnta,CG2976,331
FBgn0031631,FBpp0077107,CG3225,CG3225,678
FBgn0031629,FBpp0077108,Clect27,CG3244,231
FBgn0031629,FBpp0304846,Clect27,CG3244,231
FBgn0031627,FBpp0077109,fipi,CG15630,450
FBgn0031626,FBpp0077110,CG15631,CG15631,622
FBgn0031626,FBpp0309912,CG15631,CG15631,573
FBgn0031622,FBpp0077113,CG3251,CG3251,495
FBgn0000227,FBpp0077114,Bsg25A,CG12205,363
FBgn0028482,FBpp0077115,bdl,CG16857,719
FBgn0020762,FBpp0077116,Atet,CG2969,832
FBgn0020762,FBpp0077117,Atet,CG2969,832
FBgn0020762,FBpp0111811,Atet,CG2969,818
FBgn0020762,FBpp0111812,Atet,CG2969,832
FBgn0031596,FBpp0077118,CG15429,CG15429,215
FBgn0031596,FBpp0306503,CG15429,CG15429,111
FBgn0026319,FBpp0077119,Traf4,CG3048,486
FBgn0026319,FBpp0306504,Traf4,CG3048,477
FBgn0027560,FBpp0077121,Tps1,CG4104,809
FBgn0022153,FBpp0077122,l,CG3054,1449
FBgn0022153,FBpp0297110,l,CG3054,1434
FBgn0022153,FBpp0303864,l,CG3054,1434
FBgn0053003,FBpp0077124,CG33003,CG33003,579
FBgn0053003,FBpp0288510,CG33003,CG33003,604
FBgn0031601,FBpp0077125,Dim1,CG3058,142
FBgn0031603,FBpp0077128,CG15432,CG15432,118
FBgn0031603,FBpp0303851,CG15432,CG15432,118
FBgn0031603,FBpp0303852,CG15432,CG15432,118
FBgn0031604,FBpp0077129,Elp3,CG15433,552
FBgn0040705,FBpp0077130,ND,CG15434,95
FBgn0031608,FBpp0077131,CG15435,CG15435,503
FBgn0031608,FBpp0311696,CG15435,CG15435,503
FBgn0031610,FBpp0077132,CG15436,CG15436,346
FBgn0031611,FBpp0077133,FIG4,CG17840,858
FBgn0031613,FBpp0077134,HP6,CG15636,106
FBgn0011603,FBpp0077138,ine,CG15444,943
FBgn0011603,FBpp0077136,ine,CG15444,943
FBgn0011603,FBpp0077137,ine,CG15444,658
FBgn0011603,FBpp0290621,ine,CG15444,943
FBgn0011603,FBpp0290622,ine,CG15444,943
FBgn0031609,FBpp0077140,CG15443,CG15443,358
FBgn0031609,FBpp0307133,CG15443,CG15443,358
FBgn0053002,FBpp0077141,mRpL27,CG33002,138
FBgn0053002,FBpp0307134,mRpL27,CG33002,138
FBgn0053002,FBpp0311697,mRpL27,CG33002,138
FBgn0019982,FBpp0077143,Gs1l,CG15441,231
FBgn0019982,FBpp0110109,Gs1l,CG15441,231
FBgn0031607,FBpp0077144,CG15440,CG15440,336
FBgn0031606,FBpp0077145,CG15439,CG15439,1008
