HUGO_name,len,Hs_uniprot_code
USP13,863,Q92995
DVL3,716,Q92997
USP9X,2570,Q93008
USP7,1102,Q93009
NAA80,286,Q93015
CD101,1021,Q93033
CUL5,780,Q93034
TNFRSF25,417,Q93038
STMN2,179,Q93045
ATP6V0A1,837,Q93050
LPP,612,Q93052
RBPMS,196,Q93062
EXT2,718,Q93063
ART4,314,Q93070
SECISBP2L,1101,Q93073
MED12,2177,Q93074
TATDN2,761,Q93075
HIST1H2AC,130,Q93077
HIST1H2BH,126,Q93079
MT1L,61,Q93083
ATP2A3,1043,Q93084
P2RX5,422,Q93086
BHMT,406,Q93088
RNASE6,150,Q93091
PTP4A1,173,Q93096
WNT2B,391,Q93097
WNT8B,351,Q93098
HGD,445,Q93099
PHKB,1093,Q93100
MR1,341,Q95460
HLA-C,372,Q95604
TSLP,159,Q969D9
LEAP2,77,Q969E1
SCAMP4,229,Q969E2
UCN3,161,Q969E3
TCEAL3,200,Q969E4
TSR2,191,Q969E8
FATE1,183,Q969F0
GTF3C6,213,Q969F1
NKD2,451,Q969F2
KISS1R,398,Q969F8
HPS3,1004,Q969F9
LHX4,390,Q969G2
SMARCE1,411,Q969G3
CAVIN3,261,Q969G5
RFK,155,Q969G6
NKD1,470,Q969G9
FBXW7,707,Q969H0
CNKSR1,720,Q969H4
POP5,163,Q969H6
MYDGF,173,Q969H8
DIRC1,104,Q969H9
GLYATL1,302,Q969I3
SLC38A4,547,Q969I6
ZKSCAN4,545,Q969J2
BORCS5,196,Q969J3
IL22RA2,263,Q969J5
RNF34,372,Q969K3
ABTB1,478,Q969K4
TMEM54,222,Q969K7
MAL2,176,Q969L2
LSM10,123,Q969L4
TOMM40L,308,Q969M1
GJA10,543,Q969M2
YIPF5,257,Q969M3
UBE2F,185,Q969M7
PIGT,578,Q969N2
TAAR8,342,Q969N4
IGSF8,613,Q969P0
FBXO32,355,Q969P5
TOP1MT,601,Q969P6
RPL36AL,106,Q969Q0
TRIM63,353,Q969Q1
ARL11,196,Q969Q4
RAB24,203,Q969Q5
PPP2R3C,453,Q969Q6
OSBP2,916,Q969R2
L3MBTL2,705,Q969R5
ITFG2,447,Q969R8
SLC35B4,331,Q969S0
NEIL2,332,Q969S2
ZNF622,477,Q969S3
TMEM203,136,Q969S6
HDAC10,669,Q969S8
GFM2,779,Q969S9
SNX21,373,Q969T3
UBE2E3,207,Q969T4
NT5C3B,300,Q969T7
WBP2,261,Q969T9
FBXW5,566,Q969U6
PSMG2,264,Q969U7
MCHR2,340,Q969V1
NCLN,563,Q969V3
TEKT1,418,Q969V4
MUL1,352,Q969V5
MRTFA,931,Q969V6
SPTSSA,71,Q969W0
ZDHHC16,377,Q969W1
FAM104A,186,Q969W3
ZNF566,418,Q969W8
PMEPA1,287,Q969W9
RILPL2,211,Q969X0
TMBIM1,311,Q969X1
ST6GALNAC6,333,Q969X2
ERGIC1,290,Q969X5
UTP4,686,Q969X6
NXPE3,559,Q969Y0
GTPBP3,492,Q969Y2
TBRG4,631,Q969Z0
MARC2,335,Q969Z3
RELT,430,Q969Z4
PPP1R14A,147,Q96A00
TSACC,125,Q96A04
ATP6V1E2,226,Q96A05
HIST1H2BA,127,Q96A08
TENT5B,425,Q96A09
GAL3ST3,431,Q96A11
CCDC102A,550,Q96A19
C11orf52,123,Q96A22
CPNE4,557,Q96A23
TMEM106A,262,Q96A25
FAM162A,154,Q96A26
SLAMF9,289,Q96A28
SLC35C1,364,Q96A29
MYLPF,169,Q96A32
CCDC47,483,Q96A33
MRPL24,216,Q96A35
RNF166,237,Q96A37
SPSB4,273,Q96A44
SLC25A28,364,Q96A46
ISL2,359,Q96A47
SYAP1,352,Q96A49
ADIPOR1,375,Q96A54
TP53INP1,240,Q96A56
TMEM230,120,Q96A57
RERG,199,Q96A58
MARVELD3,401,Q96A59
TRIM52,297,Q96A61
EXOC4,974,Q96A65
AZIN2,460,Q96A70
MAGOHB,148,Q96A72
KIAA1191,305,Q96A73
COL26A1,441,Q96A83
EMID1,441,Q96A84
PTH2,100,Q96A98
PTX4,478,Q96A99
RFT1,541,Q96AA3
JAKMIP2,810,Q96AA8
ISOC2,205,Q96AB3
NTAN1,310,Q96AB6
FERMT2,680,Q96AC1
KIFC2,838,Q96AC6
PNPLA2,504,Q96AD5
FUBP1,644,Q96AE4
TTC17,1141,Q96AE7
SLC25A46,418,Q96AG3
LRRC59,307,Q96AG4
NABP1,204,Q96AH0
RAB7B,199,Q96AH8
CLUAP1,413,Q96AJ1
VTI1A,217,Q96AJ9
APOBEC3D,386,Q96AK3
MRGPRF,343,Q96AM1
TMEM143,459,Q96AN5
ACD,544,Q96AP0
ZUP1,578,Q96AP4
ESAM,390,Q96AP7
CCDC74A,378,Q96AQ1
TMEM125,219,Q96AQ2
PBXIP1,731,Q96AQ6
CIDEC,238,Q96AQ7
MCUR1,359,Q96AQ8
FAM131C,280,Q96AQ9
KIAA1143,154,Q96AT1
RPE,228,Q96AT9
E2F7,911,Q96AV8
VOPP1,172,Q96AW1
VPS33A,596,Q96AX1
RAB37,223,Q96AX2
MIB2,1013,Q96AX9
EME1,570,Q96AY2
FKBP10,582,Q96AY3
TTC28,2481,Q96AY4
EEF1AKMT3,226,Q96AZ1
ISG20,181,Q96AZ6
RAD51AP1,352,Q96B01
UBE2W,151,Q96B02
DACT3,629,Q96B18
TMEM45B,275,Q96B21
C18orf25,404,Q96B23
EXOSC8,276,Q96B26
CLDN23,292,Q96B33
AKT1S1,256,Q96B36
TMEM18,140,Q96B42
BORCS7,105,Q96B45
TOMM6,74,Q96B49
ZNF428,188,Q96B54
ARRDC3,414,Q96B67
LENG9,501,Q96B70
TMEM186,213,Q96B77
RGMA,450,Q96B86
TMEM159,161,Q96B96
SH3KBP1,665,Q96B97
CREB3L1,519,Q96BA8
SLCO4A1,722,Q96BD0
PHF21A,680,Q96BD5
SPSB1,273,Q96BD6
SKA1,255,Q96BD8
TMIGD2,282,Q96BF3
NACC2,587,Q96BF6
RNF25,459,Q96BH1
ELSPBP1,223,Q96BH3
SLC22A18,424,Q96BI1
APH1A,265,Q96BI3
AIDA,306,Q96BJ3
ELMO3,720,Q96BJ8
PINX1,328,Q96BK5
IFI27L1,104,Q96BM0
ANKRD9,317,Q96BM1
ARL8A,186,Q96BM9
TADA1,335,Q96BN2
FAM149B1,582,Q96BN6
OTULIN,352,Q96BN8
CHCHD1,118,Q96BP2
PPWD1,646,Q96BP3
FAM3D,224,Q96BQ1
TRIM43,446,Q96BQ3
CCDC127,260,Q96BQ5
SGK3,496,Q96BR1
COA7,231,Q96BR5
ZNF669,464,Q96BR6
ZBTB8A,441,Q96BR9
TESC,214,Q96BS2
C3orf49,292,Q96BT1
CENPT,561,Q96BT3
ALKBH8,664,Q96BT7
S100PBP,408,Q96BU1
ZNF775,537,Q96BV0
UPRT,309,Q96BW1
PTER,349,Q96BW5
TAMM41,452,Q96BW9
MOB3A,217,Q96BX8
MOAP1,351,Q96BY2
DOCK10,2186,Q96BY6
ATG2B,2078,Q96BY7
SARAF,339,Q96BY9
PLD4,506,Q96BZ4
LENG1,264,Q96BZ8
TBC1D20,403,Q96BZ9
ZBTB9,473,Q96C00
FAM136A,138,Q96C01
MIEF2,454,Q96C03
DHX58,678,Q96C10
FGGY,551,Q96C11
ARMC5,935,Q96C12
EFHD2,240,Q96C19
GALM,342,Q96C23
SYTL4,671,Q96C24
ZNF707,371,Q96C28
RUNDC1,613,Q96C34
PYCR2,320,Q96C36
ULK4,1275,Q96C45
ZNF524,264,Q96C55
CUSTOS,262,Q96C57
ROPN1L,230,Q96C74
DCPS,337,Q96C86
PPP1R14B,147,Q96C90
ENTR1,435,Q96C92
BIRC7,298,Q96CA5
C8orf44,159,Q96CB5
INTS12,462,Q96CB8
NSUN4,384,Q96CB9
RHBDF1,855,Q96CC6
FBXL8,374,Q96CD0
PPCDC,204,Q96CD2
TM4SF18,201,Q96CE8
CHMP4C,233,Q96CF2
TIFA,184,Q96CG3
CTHRC1,243,Q96CG8
GPR146,333,Q96CH1
EAF2,260,Q96CJ1
ZNF653,615,Q96CK0
RPUSD4,377,Q96CM3
NXNL1,212,Q96CM4
ACSF2,615,Q96CM8
EVI5L,794,Q96CN4
LRRC45,670,Q96CN5
ISOC1,298,Q96CN7
GCC1,775,Q96CN9
FLYWCH2,140,Q96CP2
GRAMD1A,724,Q96CP6
TLCD1,247,Q96CP7
SLC25A36,311,Q96CQ1
HAUS1,278,Q96CS2
FAF2,445,Q96CS3
ZNF689,500,Q96CS4
PLEKHB2,222,Q96CS7
KLHL29,875,Q96CT2
CCDC124,223,Q96CT7
FOXRED1,486,Q96CU9
OPTN,577,Q96CV9
AP2M1,435,Q96CW1
TUBGCP3,907,Q96CW5
SLC7A6OS,309,Q96CW6
NTNG2,530,Q96CW9
KCTD12,325,Q96CX2
ZNF501,271,Q96CX3
LRRC58,371,Q96CX6
DDIT4L,193,Q96D03
FAM241B,121,Q96D05
GPRASP2,838,Q96D09
RCN3,328,Q96D15
RASD2,266,Q96D21
ORAI1,301,Q96D31
HAVCR1,359,Q96D42
NMD3,503,Q96D46
COQ8B,544,Q96D53
RNF183,192,Q96D59
R3HDM4,268,Q96D70
REPS1,796,Q96D71
HVCN1,273,Q96D96
EID2B,161,Q96D98
ZG16B,208,Q96DA0
RAB39B,213,Q96DA2
DNAJC19,116,Q96DA6
HDAC11,347,Q96DB2
RMDN1,314,Q96DB5
FXYD5,178,Q96DB9
TMCO6,493,Q96DC7
ECHDC3,303,Q96DC8
OTUB2,234,Q96DC9
LRRC39,335,Q96DD0
SHISA4,197,Q96DD7
NUDT16,195,Q96DE0
ANAPC16,110,Q96DE5
CXorf40B,158,Q96DE9
ESS2,476,Q96DF8
CMBL,245,Q96DG6
MSI2,328,Q96DH6
SNRNP40,357,Q96DI7
NXPE2,559,Q96DL1
PGBD4,585,Q96DM1
RMC1,657,Q96DM3
ERP27,273,Q96DN0
VWCE,955,Q96DN2
TBC1D31,1066,Q96DN5
MBD6,1003,Q96DN6
MTFMT,389,Q96DP5
STARD4,205,Q96DR4
BPIFA2,249,Q96DR5
ARHGEF26,871,Q96DR7
MUCL1,90,Q96DR8
MS4A6E,147,Q96DS6
LGALS12,336,Q96DT0
DNAH11,4516,Q96DT5
ATG4C,458,Q96DT6
ZBTB10,871,Q96DT7
SLAMF6,332,Q96DU3
ITPKC,683,Q96DU7
PABPC5,382,Q96DU9
MRPL38,380,Q96DV4
SLC25A38,304,Q96DW6
RSPRY1,576,Q96DX4
ASB9,294,Q96DX5
TRIM44,344,Q96DX7
RTP4,246,Q96DX8
IQCD,449,Q96DY2
MTBP,904,Q96DY7
ERLEC1,483,Q96DZ1
CLIP3,547,Q96DZ5
TM4SF19,209,Q96DZ7
CMTM5,223,Q96DZ9
FAM122A,287,Q96E09
MRRF,262,Q96E11
RMI2,147,Q96E14
SMIM19,107,Q96E16
RAB3C,227,Q96E17
NUS1,293,Q96E22
MTERF3,417,Q96E29
ZMYND19,227,Q96E35
RBMXL1,390,Q96E39
SPACA9,222,Q96E40
OMA1,524,Q96E52
KLRG1,195,Q96E93
SPDL1,605,Q96EA4
ELP4,424,Q96EB1
SIRT1,747,Q96EB6
YIPF6,236,Q96EC8
HOOK2,719,Q96ED9
SEH1L,360,Q96EE3
CCDC126,140,Q96EE4
MTMR8,704,Q96EF0
FBXO17,278,Q96EF6
ZHX1-C8orf76,292,Q96EF9
ARSG,525,Q96EG1
ZNF837,531,Q96EG3
MALSU1,234,Q96EH3
RPL39L,51,Q96EH5
NEURL3,262,Q96EH8
TCEAL4,215,Q96EI5
PHF21B,531,Q96EK2
THAP11,314,Q96EK4
KIF1BP,621,Q96EK5
GNPNAT1,184,Q96EK6
FAM120B,910,Q96EK7
KTI12,354,Q96EK9
INKA1,285,Q96EL1
MRPS24,167,Q96EL2
MRPL53,112,Q96EL3
L3HYPDH,354,Q96EM0
MOCOS,888,Q96EN8
REX1BD,201,Q96EN9
RNF31,1072,Q96EP0
CHFR,664,Q96EP1
DAZAP1,407,Q96EP5
SLC10A4,437,Q96EP9
SGTB,304,Q96EQ0
RNF125,232,Q96EQ8
SAAL1,474,Q96ER3
CCDC51,411,Q96ER9
MFSD3,412,Q96ES6
SGF29,293,Q96ES7
TVP23C,276,Q96ET8
RRP36,259,Q96EU6
C1GALT1C1,318,Q96EU7
RBM33,1170,Q96EV2
DTNBP1,351,Q96EV8
HSPBAP1,488,Q96EW2
SMIM12,92,Q96EX1
RNFT2,444,Q96EX2
WDR34,536,Q96EX3
DNAJA3,480,Q96EY1
TMA16,203,Q96EY4
MVB12A,273,Q96EY5
PTCD3,689,Q96EY7
MMAB,250,Q96EY8
ADAT3,351,Q96EY9
MYEOV,313,Q96EZ4
MCRS1,462,Q96EZ8
C11orf24,449,Q96F05
CYFIP2,1278,Q96F07
SAT2,170,Q96F10
GIMAP5,307,Q96F15
NRBF2,287,Q96F24
ALG14,216,Q96F25
TRIM11,468,Q96F44
ZNF503,646,Q96F45
IL17RA,866,Q96F46
CCDC97,343,Q96F63
DISP1,1524,Q96F81
CLBA1,325,Q96F83
CNRIP1,164,Q96F85
EDC3,508,Q96F86
PELI1,418,Q96FA3
ZBED6CL,236,Q96FA7
RRNAD1,475,Q96FB5
PHYHIPL,376,Q96FC7
DDX11,970,Q96FC9
LINGO1,620,Q96FE5
PIK3IP1,263,Q96FE7
MISP3,219,Q96FF7
CDCA5,252,Q96FF9
ELMOD3,381,Q96FG2
BORCS8,119,Q96FH0
NEIL1,390,Q96FI4
STAMBPL1,436,Q96FJ0
DYNLL2,89,Q96FJ2
WDR89,387,Q96FK6
SLC47A1,570,Q96FL8
GALNT14,552,Q96FL9
PGAP3,320,Q96FM1
CPNE2,548,Q96FN4
KIF12,646,Q96FN5
DTD2,168,Q96FN9
S100A16,103,Q96FQ6
LINC00526,95,Q96FQ7
SIPA1,1042,Q96FS4
ASIC4,647,Q96FT7
IFT43,208,Q96FT9
LRRC46,321,Q96FV0
SCRN2,425,Q96FV2
TSPAN17,270,Q96FV3
THOC1,657,Q96FV9
OTUB1,271,Q96FW1
DPH3,82,Q96FX2
TRMT61A,289,Q96FX7
PERP,193,Q96FX8
HMCES,354,Q96FZ2
CMTM7,175,Q96FZ5
CHMP6,201,Q96FZ7
BICD1,975,Q96G01
PGM2,612,Q96G03
EEF2KMT,330,Q96G04
IMP4,291,Q96G21
CERS2,380,Q96G23
MED8,268,Q96G25
WBP1,269,Q96G27
CFAP36,342,Q96G28
MRAP2,205,Q96G30
KLHDC7B,594,Q96G42
DUS3L,650,Q96G46
NUDT11,164,Q96G61
OTUD5,571,Q96G74
RMND5B,393,Q96G75
SLC35A4,324,Q96G79
P2RY11,374,Q96G91
BSCL2,398,Q96G97
LTV1,475,Q96GA3
SDSL,329,Q96GA7
MRPL48,212,Q96GC5
ZNF274,653,Q96GC6
VMP1,406,Q96GC9
PDXP,296,Q96GD0
SCMH1,660,Q96GD3
AURKB,344,Q96GD4
CEP95,821,Q96GE4
ZNF799,643,Q96GE5
CALML4,196,Q96GE6
DMAC1,116,Q96GE9
RNF185,192,Q96GF1
DCUN1D1,259,Q96GG9
FAM89A,184,Q96GI7
TRMT2B,504,Q96GJ1
FAHD2A,314,Q96GK7
FAM163A,167,Q96GL9
PLPPR2,343,Q96GM1
SMARCD1,515,Q96GM5
TOE1,510,Q96GM8
CDCA7L,454,Q96GN5
SCARF2,870,Q96GP6
C16orf58,468,Q96GQ5
DDX27,796,Q96GQ7
ACSBG1,724,Q96GR2
ZDHHC12,267,Q96GR4
BORCS6,357,Q96GS4
ABHD17A,310,Q96GS6
XAGE2,111,Q96GT9
PAGE5,130,Q96GU1
C5orf30,206,Q96GV9
BCAN,911,Q96GW7
MARS2,593,Q96GW9
TCTN2,697,Q96GX1
ATXN7L3B,97,Q96GX2
MASTL,879,Q96GX5
C16orf74,76,Q96GX8
APIP,242,Q96GX9
ZC2HC1A,325,Q96GY0
LIN37,246,Q96GY3
SLC41A3,507,Q96GZ6
MSANTD3,275,Q96H12
TIMD4,378,Q96H15
SNF8,258,Q96H20
CENPN,339,Q96H22
RBM18,190,Q96H35
ZNF486,463,Q96H40
MYO19,970,Q96H55
SLC39A13,371,Q96H72
SLC25A44,314,Q96H78
ZC3HAV1L,300,Q96H79
ZNF764,408,Q96H86
COQ2,371,Q96H96
POM121,1249,Q96HA1
C1orf159,380,Q96HA4
TONSL,1378,Q96HA7
WDYHV1,205,Q96HA8
PEX11G,241,Q96HA9
CCDC120,630,Q96HB5
PDLIM5,596,Q96HC4
CRELD1,420,Q96HD1
ACY3,319,Q96HD9
ERO1A,468,Q96HE7
TMEM80,216,Q96HE8
PRR11,360,Q96HE9
SFRP2,295,Q96HF1
SMIM10,83,Q96HG1
TMEM169,297,Q96HH4
TMEM19,336,Q96HH6
GRAMD2B,432,Q96HH9
SENP5,755,Q96HI0
CCDC34,373,Q96HJ3
MS4A3,214,Q96HJ5
FMC1,113,Q96HJ9
SH3YL1,342,Q96HL8
PCED1B,432,Q96HM7
AHCYL2,611,Q96HN2
DOCK6,2047,Q96HP0
OXNAD1,312,Q96HP4
TMEM176A,235,Q96HP8
ZNF419,510,Q96HQ0
CDKN2AIPNL,116,Q96HQ2
MED30,178,Q96HR3
NAF1,494,Q96HR8
REEP6,211,Q96HR9
PGAM5,289,Q96HS1
MRFAP1L1,127,Q96HT8
SGSM3,749,Q96HU1
DIRAS2,199,Q96HU8
TMEM41A,264,Q96HV5
INTS4,963,Q96HW7
DDRGK1,314,Q96HY6
DHTKD1,919,Q96HY7
HES6,224,Q96HZ4
URB1-AS1,61,Q96HZ7
ABHD8,439,Q96I13
SCLY,445,Q96I15
PYURF,114,Q96I23
FUBP3,572,Q96I24
RBM17,401,Q96I25
ZNF625,306,Q96I27
PPP1R16A,528,Q96I34
COX14,57,Q96I36
TMEM141,108,Q96I45
RCC1L,464,Q96I51
NARS2,477,Q96I59
GPATCH3,525,Q96I76
KAZALD1,304,Q96I82
C14orf144,54,Q96I85
SUCLG2,432,Q96I99
REXO5,774,Q96IC2
IGSF21,467,Q96ID5
AJUBA,538,Q96IF1
FBXL20,436,Q96IG2
LRCH3,777,Q96II8
GMPPA,420,Q96IJ6
TMEM101,257,Q96IK0
BOD1,185,Q96IK1
GMCL1,515,Q96IK5
APOPT1,206,Q96IL0
DYDC2,177,Q96IM9
TENT5A,442,Q96IP4
VSIG2,327,Q96IQ7
ZNF414,312,Q96IQ9
ZNF845,970,Q96IR2
Q96IR3,41,Q96IR3
HPDL,371,Q96IR7
RAX2,184,Q96IS3
ZNF496,587,Q96IT1
ARHGAP5-AS1,56,Q96IT6
ZBED3,234,Q96IU2
ABHD14B,210,Q96IU4
NGLY1,654,Q96IV0
FAXDC2,333,Q96IV6
SHD,340,Q96IW2
SEC22A,307,Q96IW7
ATP5MD,58,Q96IX5
ANKRD36BP1,119,Q96IX9
NSL1,281,Q96IY1
CPB2,423,Q96IY4
PAWR,340,Q96IZ0
ADTRP,230,Q96IZ2
RBM41,413,Q96IZ5
METTL2A,378,Q96IZ6
RSRC1,334,Q96IZ7
THOC3,351,Q96J01
ITCH,903,Q96J02
TXNDC15,360,Q96J42
ABCC12,1359,Q96J65
ABCC11,1382,Q96J66
TPD52L3,140,Q96J77
KIRREL1,757,Q96J84
CYYR1,154,Q96J86
CELF6,481,Q96J87
EPSTI1,318,Q96J88
WNK4,1243,Q96J92
PIWIL1,861,Q96J94
LRIG1,1093,Q96JA1
PLEKHA8,519,Q96JA3
MS4A14,679,Q96JA4
DNAH8,4490,Q96JB1
COG3,828,Q96JB2
HIC2,615,Q96JB3
CDK5RAP3,506,Q96JB5
LOXL4,756,Q96JB6
MPP4,637,Q96JB8
VPS39,886,Q96JC1
ZNF479,524,Q96JC4
EAF1,268,Q96JC9
AKR1E2,320,Q96JD6
SEC16B,1060,Q96JE7
MAP6,813,Q96JE9
ST6GAL2,529,Q96JF0
ZNF594,807,Q96JF6
VPS50,964,Q96JG6
MAGED4,741,Q96JG8
ZNF469,3925,Q96JG9
VCPIP1,1222,Q96JH7
RADIL,1075,Q96JH8
SPG11,2443,Q96JI7
ELMO2,720,Q96JJ3
JPH4,628,Q96JJ6
TMX3,454,Q96JJ7
DCAF5,942,Q96JK2
HHIPL1,782,Q96JK4
MAML3,1138,Q96JK9
ZNF333,665,Q96JL9
ZNF462,2506,Q96JM2
CHAMP1,812,Q96JM3
LRRIQ1,1722,Q96JM4
L3MBTL3,780,Q96JM7
LCOR,433,Q96JN0
CCDC136,1154,Q96JN2
NEURL4,1562,Q96JN8
FEM1C,617,Q96JP0
MYO15B,1530,Q96JP2
ZFP91,570,Q96JP5
CDHR1,859,Q96JP9
DCHS1,3298,Q96JQ0
CLMN,1002,Q96JQ2
MS4A4A,239,Q96JQ5
PGBD1,809,Q96JS3
SLC45A3,553,Q96JT2
SLC41A2,573,Q96JW4
SERAC1,654,Q96JX3
MAEL,434,Q96JY0
PDLIM2,352,Q96JY6
HSH2D,352,Q96JZ2
FAR2,515,Q96K12
BTF3L4,158,Q96K17
RNF170,258,Q96K19
ZFYVE19,471,Q96K21
RITA1,269,Q96K30
C8orf76,380,Q96K31
SLC35E1,410,Q96K37
TMEM87B,555,Q96K49
ZNF668,619,Q96K58
ZBTB45,511,Q96K62
ZNF514,400,Q96K75
USP47,1375,Q96K76
ADGRG7,797,Q96K78
ZC3H10,434,Q96K80
ZNF521,1311,Q96K83
CLPTM1L,538,Q96KA5
PBK,322,Q96KB5
ARL5B,179,Q96KC2
DNAJC1,554,Q96KC8
CABS1,395,Q96KC9
FAM71F1,344,Q96KD3
BTBD6,485,Q96KE9
PRAC1,57,Q96KF2
SMIM8,97,Q96KF7
MEGF10,1140,Q96KG7
SCYL1,808,Q96KG9
C18orf12,178,Q96KH6
MSLNL,702,Q96KJ4
COX4I2,171,Q96KJ9
KCNS1,526,Q96KK3
OR10C1,312,Q96KK4
HIST1H2AH,128,Q96KK5
ZNF512B,892,Q96KM6
FAM84B,310,Q96KN1
CNDP1,507,Q96KN2
PKNOX2,472,Q96KN3
FAM84A,292,Q96KN4
RPGRIP1,1286,Q96KN7
HRASLS5,279,Q96KN8
GJD4,370,Q96KN9
EXOC2,924,Q96KP1
CNDP2,475,Q96KP4
TNIP3,325,Q96KP6
PPP1R13B,1090,Q96KQ4
EHMT2,1210,Q96KQ7
ZFR,1074,Q96KR1
LMLN,655,Q96KR4
FAM210B,192,Q96KR6
PHACTR3,559,Q96KR7
EGLN2,407,Q96KS0
FAM167A,214,Q96KS9
FAM167A-AS1,104,Q96KT0
LINC00208,92,Q96KT6
SLC35G5,338,Q96KT7
BTN2A3P,586,Q96KV6
WDR90,1748,Q96KV7
POM121L2,1035,Q96KW2
SPACA7,195,Q96KW9
LYZL4,146,Q96KX0
C4orf36,117,Q96KX1
CAPZA3,299,Q96KX2
SPATA17,361,Q96L03
SUSD3,255,Q96L08
LLCFC1,122,Q96L11
CALR3,384,Q96L12
CEP170P1,293,Q96L14
ART5,291,Q96L15
RPL10L,214,Q96L21
RHOV,236,Q96L33
MARK4,752,Q96L34
KCNH8,1107,Q96L42
CAPNS2,248,Q96L46
LRR1,414,Q96L50
B3GALT6,329,Q96L58
NSD1,2696,Q96L73
EP400,3159,Q96L91
SNX27,541,Q96L92
KIF16B,1317,Q96L93
SNX22,193,Q96L94
ALPK3,1907,Q96L96
FCRL2,508,Q96LA5
FCRL1,429,Q96LA6
PRMT6,375,Q96LA8
MRGPRX4,322,Q96LA9
MRGPRX3,322,Q96LB0
MRGPRX2,330,Q96LB1
MRGPRX1,322,Q96LB2
IFT74,600,Q96LB3
ATP6V1G3,118,Q96LB4
PGLYRP4,373,Q96LB8
PGLYRP3,341,Q96LB9
SIGLEC10,697,Q96LC7
BMF,184,Q96LC9
SGCZ,299,Q96LD1
TRIM47,638,Q96LD4
SENP8,212,Q96LD8
CNOT6L,555,Q96LI5
HSFY1,401,Q96LI6
CXorf58,332,Q96LI9
DHRS1,313,Q96LJ7
UBXN10,280,Q96LJ8
CEP19,163,Q96LK0
SPATA32,384,Q96LK8
C16orf92,132,Q96LL3
C8orf48,319,Q96LL4
DNAJC30,226,Q96LL9
LINC00615,132,Q96LM1
C4orf45,186,Q96LM5
TEX37,180,Q96LM6
C20orf173,149,Q96LM9
FAM81B,452,Q96LP2
C12orf42,360,Q96LP6
PPP1R36,422,Q96LQ0
LURAP1,239,Q96LR2
FAM19A4,140,Q96LR4
UBE2E2,201,Q96LR5
C2orf50,162,Q96LR7
APOLD1,279,Q96LR9
C2orf48,159,Q96LS8
SAMD8,415,Q96LT4
C1orf74,269,Q96LT6
C9orf72,481,Q96LT7
RNPC3,517,Q96LT9
IMMP1L,166,Q96LU5
MYRFL,910,Q96LU7
ZNF354B,612,Q96LW1
SGK494,410,Q96LW2
PRIMPOL,560,Q96LW4
CARD19,228,Q96LW7
ZSCAN31,406,Q96LW9
CCDC17,622,Q96LX7
ZNF597,424,Q96LX8
CCDC74B,380,Q96LY2
MAGEB10,347,Q96LZ2
PPP3R2,170,Q96LZ3
RMDN2,410,Q96LZ7
C10orf90,699,Q96M02
HYLS1,299,Q96M11
IGF2BP2-AS1,143,Q96M15
LINC00477,166,Q96M19
CNBD2,576,Q96M20
PRRC1,445,Q96M27
TEKT5,485,Q96M29
AK7,723,Q96M32
C3orf30,536,Q96M34
LINC00479,142,Q96M42
NBPF4,638,Q96M43
TBATA,351,Q96M53
FAM227B,508,Q96M60
MAGEB18,343,Q96M61
CCDC114,670,Q96M63
Q96M66,194,Q96M66
LRGUK,825,Q96M69
FER1L6-AS2,137,Q96M78
CCDC7,1385,Q96M83
Q96M85,177,Q96M85
DNHD1,4753,Q96M86
CCDC138,665,Q96M89
CFAP53,514,Q96M91
ADAD1,576,Q96M93
KLHL15,604,Q96M94
CCDC42,316,Q96M95
FGD4,766,Q96M96
PACRG,296,Q96M98
DMRTB1,342,Q96MA1
AK8,479,Q96MA6
HARBI1,349,Q96MB7
DRC1,740,Q96MC2
CEP295NL,621,Q96MC4
C16orf45,204,Q96MC5
MFSD14A,490,Q96MC6
C1orf147,270,Q96MC9
C12orf66,445,Q96MD2
C9orf85,179,Q96MD7
FBXL18,805,Q96ME1
ZNF512,567,Q96ME7
Q96MF0,132,Q96MF0
STAC3,364,Q96MF2
CCDC140,163,Q96MF4
COQ10A,247,Q96MF6
NSMCE2,247,Q96MF7
JSRP1,331,Q96MG2
NSMCE3,304,Q96MG7
PCMTD1,357,Q96MG8
HEXIM2,286,Q96MH2
TMEM68,324,Q96MH6
C5orf34,638,Q96MH7
PPM1M,270,Q96MI6
AGBL1,1066,Q96MI9
RIPOR3,946,Q96MK2
FAM20A,541,Q96MK3
ZFP42,310,Q96MM3
HSPA12B,686,Q96MM6
HS6ST2,605,Q96MM7
NLRP4,994,Q96MN2
TCEANC2,208,Q96MN5
ZNF488,340,Q96MN9
ZSWIM3,696,Q96MP5
KCTD7,289,Q96MP8
CFAP57,1250,Q96MR6
OBSCN-AS1,158,Q96MR7
ZNF560,790,Q96MR9
ROBO3,1386,Q96MS0
GLT1D1,346,Q96MS3
Q96MT0,163,Q96MT0
RNF145,663,Q96MT1
PRICKLE1,831,Q96MT3
LINC01600,127,Q96MT4
CFAP44,1854,Q96MT7
CEP63,703,Q96MT8
C17orf77,243,Q96MU5
ZNF778,729,Q96MU6
YTHDC1,727,Q96MU7
KREMEN1,473,Q96MU8
TMEM56,263,Q96MV1
ZDHHC15,337,Q96MV8
CCDC43,224,Q96MW1
COG8,612,Q96MW5
TIGD1,591,Q96MW7
CMTM3,182,Q96MX0
ZNF48,618,Q96MX3
WDR92,357,Q96MX6
NOL4L,436,Q96MY1
FAM161B,647,Q96MY7
