Dm_FBgn,CG,name,len
FBgn0259209,CG42309,Mlp60A,486
FBgn0014863,CG1019,Mlp84B,495
FBgn0265512,CG12214,mlt,459
FBgn0259110,CG42252,mmd,1484
FBgn0031881,CG3476,MME1,299
FBgn0035049,CG4859,Mmp1,584
FBgn0033438,CG1794,Mmp2,758
FBgn0037301,CG12005,Mms19,959
FBgn0033549,CG12936,mms4,309
FBgn0259749,CG9535,mmy,520
FBgn0259168,CG42273,mnb,1047
FBgn0002778,CG3297,mnd,499
FBgn0031885,CG13778,Mnn1,763
FBgn0023215,CG13316,Mnt,790
FBgn0017572,CG4083,Mo25,339
FBgn0259481,CG11711,Mob2,728
FBgn0259482,CG4946,Mob3,220
FBgn0259483,CG3403,Mob4,227
FBgn0039581,CG1866,Moca,970
FBgn0263241,CG33048,Mocs1,565
FBgn0260229,CG42503,Mocs2A,90
FBgn0039280,CG10238,Mocs2B,367
FBgn0002781,CG32491,mod,610
FBgn0002780,CG2050,mod,542
FBgn0051217,CG31217,modSP,628
FBgn0011661,CG10701,Moe,649
FBgn0014340,CG3025,mof,827
FBgn0261019,CG42350,moi,178
FBgn0086711,CG4482,mol,474
FBgn0031640,CG11926,Mon1,528
FBgn0031985,CG8683,mon2,1684
FBgn0032940,CG18362,Mondo,1119
FBgn0025631,CG4322,moody,670
FBgn0030373,CG12721,moon,172
FBgn0036448,CG9311,mop,1833
FBgn0002783,CG18740,mor,1209
FBgn0027609,CG15437,morgue,491
FBgn0033773,CG8767,Mos,364
FBgn0260660,CG42543,Mp,1039
FBgn0027930,CG1102,MP1,400
FBgn0002789,CG4696,Mp20,189
FBgn0038662,CG14290,Mpc1,107
FBgn0034497,CG9090,Mpcp1,374
FBgn0026409,CG4994,Mpcp2,356
FBgn0286506,CG8417,Mpi,396
FBgn0032921,CG9250,Mpp6,162
FBgn0259985,CG8889,Mppe,366
FBgn0000063,CG7643,Mps1,672
FBgn0002791,CG3060,mr,802
FBgn0020270,CG16928,mre11,620
FBgn0032486,CG5705,mRF1,392
FBgn0027378,CG6363,MRG15,429
FBgn0033341,CG13746,MrgBP,201
FBgn0035107,CG1216,mri,439
FBgn0034091,CG8448,mrj,346
FBgn0261109,CG7764,mrn,499
FBgn0030556,CG1810,mRNA,649
FBgn0032456,CG6214,MRP,1549
FBgn0263316,CG14709,Mrp4,1316
FBgn0037566,CG7494,mRpL1,354
FBgn0031231,CG11488,mRpL10,248
FBgn0038234,CG3351,mRpL11,196
FBgn0011787,CG5012,mRpL12,182
FBgn0032720,CG10603,mRpL13,178
FBgn0040389,CG14048,mRpL14,161
FBgn0036990,CG5219,mRpL15,286
FBgn0023519,CG3109,mRpL16,243
FBgn0035122,CG13880,mRpL17,176
FBgn0026741,CG12373,mRpL18,186
FBgn0037608,CG8039,mRpL19,306
FBgn0036135,CG7636,mRpL2,294
FBgn0036335,CG11258,mRpL20,150
FBgn0036853,CG9730,mRpL21,201
FBgn0030786,CG4742,mRpL22,233
FBgn0035335,CG1320,mRpL23,150
FBgn0031651,CG8849,mRpL24,247
FBgn0053002,CG33002,mRpL27,138
FBgn0031660,CG3782,mRpL28,302
FBgn0030686,CG8288,mRpL3,362
FBgn0029718,CG7038,mRpL30,180
FBgn0039835,CG12220,mRpL32,195
FBgn0040907,CG3712,mRpL33,64
FBgn0083983,CG34147,mRpL34,81
FBgn0038923,CG13410,mRpL35,178
FBgn0042112,CG18767,mRpL36,128
FBgn0261380,CG42632,mRpL37,408
FBgn0030552,CG15871,mRpL38,416
FBgn0036462,CG17166,mRpL39,333
FBgn0001995,CG5818,mRpL4,296
FBgn0037892,CG5242,mRpL40,196
FBgn0034001,CG12954,mRpL41,166
FBgn0033480,CG12921,mRpL42,124
FBgn0034893,CG5479,mRpL43,192
FBgn0037330,CG2109,mRpL44,321
FBgn0263863,CG6949,mRpL45,361
FBgn0035272,CG13922,mRpL46,258
FBgn0014023,CG9378,mRpL47,271
FBgn0031357,CG17642,mRpL48,181
FBgn0030433,CG4647,mRpL49,179
FBgn0028648,CG8612,mRpL50,189
FBgn0032053,CG13098,mRpL51,174
FBgn0033208,CG1577,mRpL52,126
FBgn0050481,CG30481,mRpL53,155
FBgn0034579,CG9353,mRpL54,132
FBgn0038678,CG14283,mRpL55,107
FBgn0038319,CG31478,mRpL9,248
FBgn0038307,CG4247,mRpS10,173
FBgn0038474,CG5184,mRpS11,200
FBgn0044030,CG32531,mRpS14,128
FBgn0033907,CG8338,mRpS16,129
FBgn0034986,CG4326,mRpS17,155
FBgn0051450,CG31450,mRpS18A,155
FBgn0032849,CG10757,mRpS18B,204
FBgn0039765,CG9688,mRpS18C,140
FBgn0031639,CG2937,mRpS2,264
FBgn0044511,CG32854,mRpS21,87
FBgn0039555,CG12261,mRpS22,393
FBgn0260407,CG31842,mRpS23,189
FBgn0039159,CG13608,mRpS24,165
FBgn0030572,CG14413,mRpS25,167
FBgn0036774,CG7354,mRpS26,225
FBgn0034361,CG5497,mRpS28,194
FBgn0034727,CG3633,mRpS29,392
FBgn0030692,CG8470,mRpS30,557
FBgn0036557,CG5904,mRpS31,376
FBgn0038426,CG10406,mRpS33,113
FBgn0285951,CG42648,mRpS34,188
FBgn0035374,CG2101,mRpS35,326
FBgn0044510,CG40049,mRpS5,407
FBgn0035534,CG15016,mRpS6,147
FBgn0032236,CG5108,mRpS7,218
FBgn0037529,CG2957,mRpS9,395
FBgn0035980,CG4447,mRRF1,254
FBgn0051159,CG31159,mRRF2,740
FBgn0039507,CG3361,mrt,775
FBgn0052296,CG32296,Mrtf,1788
FBgn0261529,CG15287,ms,1566
FBgn0036895,CG9392,ms,1174
FBgn0036868,CG14087,ms,769
FBgn0036905,CG14101,ms,268
FBgn0002838,CG14251,ms,184
FBgn0011239,CG31733,ms,133
FBgn0011581,CG6440,Ms,100
FBgn0027949,CG10364,msb1l,381
FBgn0030703,CG9066,MSBP,248
FBgn0035209,CG13914,msd1,138
FBgn0035210,CG2213,msd5,253
FBgn0036486,CG7003,Msh6,1190
FBgn0011666,CG5099,msi,634
FBgn0026252,CG7935,msk,1049
FBgn0005617,CG10385,msl,1039
FBgn0005616,CG3241,msl,773
FBgn0002775,CG8631,msl,512
FBgn0010909,CG16973,msn,1504
FBgn0004414,CG14560,msopa,83
FBgn0261836,CG33715,Msp300,13540
FBgn0020269,CG10145,mspo,601
FBgn0027948,CG5000,msps,2082
FBgn0015766,CG10596,Msr,625
FBgn0035331,CG8985,MsR1,556
FBgn0264002,CG43745,MsR2,647
FBgn0020272,CG1424,mst,574
FBgn0028412,CG6541,Mst33A,359
FBgn0086681,CG31801,Mst36Fa,498
FBgn0261349,CG42626,Mst36Fb,470
FBgn0011668,CG9074,Mst57Da,75
FBgn0011669,CG5016,Mst57Db,40
FBgn0011670,CG4986,Mst57Dc,76
FBgn0086915,CG3354,Mst77F,215
FBgn0267491,CG45767,Mst77Y,214
FBgn0267492,CG45768,Mst77Y,214
FBgn0267493,CG45769,Mst77Y,214
FBgn0267490,CG45763,Mst77Y,213
FBgn0004172,CG17946,Mst84Da,63
FBgn0004173,CG17934,Mst84Db,74
FBgn0004174,CG17945,Mst84Dc,55
FBgn0004175,CG17935,Mst84Dd,72
FBgn0028708,CG11993,Mst85C,242
FBgn0002862,CG17956,Mst87F,56
FBgn0020399,CG6864,Mst89B,369
FBgn0002865,CG11719,Mst98Ca,334
FBgn0004171,CG18396,Mst98Cb,265
FBgn0015770,CG1149,MstProx,965
FBgn0013684,CG34083,mt,572
FBgn0013674,CG34067,mt,511
FBgn0262952,CG34085,mt,446
FBgn0013678,CG34090,mt,378
FBgn0013680,CG34063,mt,341
FBgn0013679,CG34092,mt,312
FBgn0013676,CG34074,mt,262
FBgn0013675,CG34069,mt,228
FBgn0013672,CG34073,mt,224
FBgn0013685,CG34089,mt,174
FBgn0013681,CG34076,mt,117
FBgn0013683,CG34086,mt,96
FBgn0013673,CG34072,mt,53
FBgn0028707,CG10692,Mt2,345
FBgn0027951,CG2244,MTA1,922
FBgn0034215,CG4802,Mtap,360
FBgn0027786,CG6851,Mtch,316
FBgn0013576,CG32464,mtd,1344
FBgn0032154,CG5924,mtDNA,613
FBgn0037008,CG5047,mTerf3,354
FBgn0038584,CG7175,mTerf5,560
FBgn0040305,CG3743,MTF,1006
FBgn0260386,CG7549,mtg,556
FBgn0023000,CG6936,mth,522
FBgn0085453,CG34424,Mthfs,201
FBgn0030766,CG4521,mthl1,676
FBgn0035132,CG17061,mthl10,585
FBgn0045443,CG31147,mthl11,532
FBgn0045442,CG32853,mthl12,488
FBgn0050018,CG30018,mthl13,440
FBgn0052476,CG32476,mthl14,533
FBgn0051720,CG31720,mthl15,718
FBgn0035623,CG17795,mthl2,518
FBgn0028956,CG6530,mthl3,511
FBgn0034219,CG6536,mthl4,517
FBgn0037960,CG6965,mthl5,497
FBgn0035789,CG16992,mthl6,480
FBgn0035847,CG7476,mthl7,491
FBgn0052475,CG32475,mthl8,492
FBgn0035131,CG17084,mthl9,513
FBgn0014865,CG8175,Mtk,52
FBgn0039532,CG5588,Mtl,195
FBgn0025742,CG9115,mtm,619
FBgn0002868,CG9470,MtnA,40
FBgn0002869,CG4312,MtnB,43
FBgn0038790,CG5097,MtnC,43
FBgn0053192,CG33192,MtnD,44
FBgn0262146,CG42872,MtnE,41
FBgn0013756,CG8274,Mtor,2346
FBgn0266369,CG9342,Mtp,886
FBgn0028479,CG4389,Mtpalpha,783
FBgn0024360,CG11418,MTPAP,612
FBgn0036916,CG8025,Mtr3,326
FBgn0001986,CG4152,Mtr4,1055
FBgn0010431,CG18543,mtrm,217
FBgn0261938,CG4644,mtRNApol,1369
FBgn0004177,CG7109,mts,309
FBgn0262598,CG7795,mtsh,649
FBgn0010438,CG4337,mtSSB,146
FBgn0050361,CG30361,mtt,1472
FBgn0028530,CG18124,mTTF,410
FBgn0261381,CG42631,mtTFB1,330
FBgn0037778,CG3910,mtTFB2,452
FBgn0002872,CG1960,mu2,1280
FBgn0262737,CG7437,mub,573
FBgn0283658,CG5261,muc,512
FBgn0052656,CG32656,Muc11A,1552
FBgn0052602,CG32602,Muc12Ea,3269
FBgn0052580,CG32580,Muc14A,16223
FBgn0031000,CG7876,Muc18B,308
FBgn0040950,CG13990,Muc26B,471
FBgn0053300,CG33300,Muc30E,1702
FBgn0052774,CG32774,Muc4B,496
FBgn0034294,CG5765,Muc55B,485
FBgn0036181,CG18331,Muc68Ca,3135
FBgn0036203,CG6004,Muc68D,1514
FBgn0053265,CG33265,Muc68E,1799
FBgn0038642,CG7709,Muc91C,950
FBgn0051439,CG31439,Muc96D,881
FBgn0002873,CG12047,mud,2567
FBgn0035483,CG1134,Mul1,338
FBgn0260750,CG31873,Mulk,408
FBgn0052644,CG32644,Mur11Da,626
FBgn0030999,CG7874,Mur18B,481
FBgn0051901,CG31901,Mur29B,555
FBgn0025390,CG14796,Mur2B,1795
FBgn0037260,CG12586,Mur82C,578
FBgn0038492,CG4090,Mur89F,2159
FBgn0037705,CG9381,mura,1173
FBgn0002878,CG11156,mus101,1425
FBgn0002887,CG10890,mus201,1236
FBgn0002891,CG1925,mus205,2130
FBgn0002899,CG7972,mus301,1051
FBgn0002901,CG7347,mus304,846
FBgn0002905,CG6019,mus308,2059
FBgn0002909,CG8601,mus312,1149
FBgn0040347,CG3026,mus81,426
FBgn0033757,CG8811,muskelin,853
FBgn0085444,CG34415,mute,1739
FBgn0083967,CG34131,Muted,160
FBgn0265988,CG42863,mv,3535
FBgn0030894,CG7192,Mvb12,352
FBgn0030683,CG8239,Mvd,388
FBgn0011672,CG3671,Mvl,639
FBgn0264272,CG43772,mwh,1069
FBgn0260789,CG12124,mxc,1837
FBgn0031637,CG2950,mxt,775
FBgn0002914,CG9045,Myb,657
FBgn0001341,CG6189,Mybbp1A,1133
FBgn0262656,CG10798,Myc,717
FBgn0033402,CG2078,Myd88,537
FBgn0026199,CG1838,myo,598
FBgn0263705,CG43657,Myo10A,3145
FBgn0040299,CG6976,Myo28B1,2122
FBgn0086347,CG7438,Myo31DF,1011
FBgn0010246,CG9155,Myo61F,1052
FBgn0267431,CG45784,Myo81F,2082
FBgn0039157,CG5501,Myo95E,1288
FBgn0036801,CG6896,MYPT,741
FBgn0004657,CG1560,mys,846
FBgn0033379,CG8070,Mys45A,712
FBgn0040298,CG32417,Myt1,533
FBgn0261858,CG42787,Mzt1,82
FBgn0004647,CG3936,N,2703
FBgn0002917,CG1517,na,2233
FBgn0031020,CG12202,Naa15,890
FBgn0031043,CG14222,Naa20A,180
FBgn0051851,CG31851,Naa20B,204
FBgn0024362,CG11412,Naa30A,377
FBgn0052319,CG32319,Naa30B,211
FBgn0034982,CG4065,Naa35,784
FBgn0039687,CG7593,Naa40,202
FBgn0036039,CG18177,Naa60,276
FBgn0051216,CG31216,Naam,357
FBgn0029762,CG3252,NAAT1,641
FBgn0259986,CG33545,nab,625
FBgn0028471,CG5720,Nab2,1004
FBgn0265351,CG9620,nac,337
FBgn0086904,CG8759,Nacalpha,217
FBgn0024319,CG8178,Nach,553
FBgn0000036,CG5610,nAChRalpha1,597
FBgn0000039,CG6844,nAChRalpha2,576
FBgn0015519,CG2302,nAChRalpha3,795
FBgn0266347,CG12414,nAChRalpha4,539
FBgn0028875,CG32975,nAChRalpha5,837
FBgn0032151,CG4128,nAChRalpha6,523
FBgn0086778,CG32538,nAChRalpha7,564
FBgn0000038,CG11348,nAChRbeta1,521
FBgn0004118,CG6798,nAChRbeta2,519
FBgn0031261,CG11822,nAChRbeta3,441
FBgn0085434,CG34405,NaCP60E,2896
FBgn0030512,CG9940,Nadsyn,787
FBgn0034797,CG12781,nahoda,1335
FBgn0015772,CG10637,Nak,1488
FBgn0036414,CG5842,nan,834
FBgn0038045,CG5232,NANS,372
FBgn0015268,CG5330,Nap1,370
FBgn0260795,CG42575,NaPi,667
FBgn0016684,CG10207,NaPi,524
FBgn0031589,CG3714,Naprt,667
FBgn0010488,CG3845,NAT1,1488
FBgn0085417,CG34388,natalisin,553
FBgn0002922,CG10250,nau,332
FBgn0036848,CG10424,Naxd,300
FBgn0030178,CG2974,Naxe,230
FBgn0037562,CG11671,Nazo,140
FBgn0032924,CG9247,Nbr,625
FBgn0261530,CG6754,nbs,818
FBgn0034650,CG10318,NC2alpha,341
FBgn0028926,CG4185,NC2beta,183
FBgn0010352,CG11661,Nc73EF,1105
FBgn0013303,CG7641,Nca,190
FBgn0036279,CG4357,Ncc69,1207
FBgn0002924,CG7831,ncd,700
FBgn0028704,CG18660,Nckx30C,881
FBgn0263510,CG6751,nclb,459
FBgn0086707,CG12750,ncm,1330
FBgn0031698,CG14023,Ncoa6,2467
FBgn0039234,CG7012,Nct,699
FBgn0017566,CG2286,ND,731
FBgn0034251,CG11423,ND,702
FBgn0039331,CG11913,ND,523
FBgn0034007,CG8102,ND,481
FBgn0031771,CG9140,ND,474
FBgn0039909,CG1970,ND,468
FBgn0037001,CG6020,ND,416
FBgn0019957,CG6343,ND,407
FBgn0266582,CG12079,ND,265
FBgn0030853,CG5703,ND,242
FBgn0036706,CG6485,ND,238
FBgn0030718,CG9172,ND,221
FBgn0017567,CG3944,ND,217
FBgn0039669,CG2014,ND,212
FBgn0011455,CG9762,ND,186
FBgn0031021,CG12203,ND,183
FBgn0011361,CG9160,ND,181
FBgn0029888,CG3192,ND,175
FBgn0035046,CG3683,ND,175
FBgn0034576,CG9350,ND,170
FBgn0001989,CG13240,ND,167
FBgn0021967,CG8844,ND,159
FBgn0029868,CG3446,ND,154
FBgn0037172,CG6914,ND,145
FBgn0032511,CG9306,ND,144
FBgn0031436,CG3214,ND,142
FBgn0031684,CG8680,ND,126
FBgn0033570,CG7712,ND,124
FBgn0047038,CG6463,ND,124
FBgn0085468,CG34439,ND,123
FBgn0030605,CG5548,ND,117
FBgn0031505,CG12400,ND,116
FBgn0033961,CG12859,ND,113
FBgn0034645,CG10320,ND,110
FBgn0025839,CG3621,ND,103
FBgn0031228,CG11455,ND,101
FBgn0040705,CG15434,ND,95
FBgn0058002,CG40002,ND,94
FBgn0052230,CG32230,ND,83
FBgn0029971,CG18624,ND,56
FBgn0259111,CG42253,Ndae1,1190
FBgn0039125,CG5857,Ndc1,578
FBgn0030500,CG9938,Ndc80,675
FBgn0043456,CG4747,Ndf,603
FBgn0052177,CG32177,Ndfip,267
FBgn0026403,CG12908,Ndg,1350
FBgn0002926,CG10129,ndl,2616
FBgn0004374,CG10718,neb,1121
FBgn0083167,CG15304,Neb,48
FBgn0002930,CG1857,nec,476
FBgn0259174,CG42279,Nedd4,1007
FBgn0032725,CG10679,Nedd8,84
FBgn0261617,CG15319,nej,3282
FBgn0029970,CG17256,Nek2,735
FBgn0038872,CG5874,Nelf,1264
FBgn0017430,CG5994,Nelf,280
FBgn0027553,CG32721,NELF,594
FBgn0261673,CG8776,nemy,290
FBgn0039704,CG7802,neo,744
FBgn0024542,CG8614,Neos,371
FBgn0029843,CG5905,Nep1,849
FBgn0027570,CG9761,Nep2,774
FBgn0031081,CG9565,Nep3,786
FBgn0038818,CG4058,Nep4,1040
FBgn0039478,CG6265,Nep5,882
FBgn0030425,CG3775,Nep6,655
FBgn0039564,CG5527,Nep7,717
FBgn0033742,CG8550,Nepl10,633
FBgn0037230,CG9780,Nepl11,592
FBgn0037727,CG8358,Nepl12,702
FBgn0039022,CG4725,Nepl13,741
FBgn0039023,CG4723,Nepl14,696
FBgn0039024,CG4721,Nepl15,686
FBgn0039277,CG13650,Nepl16,752
FBgn0039609,CG14529,Nepl17,681
FBgn0039611,CG14528,Nepl18,682
FBgn0039612,CG14523,Nepl19,671
FBgn0039613,CG14527,Nepl20,700
FBgn0027578,CG14526,Nepl21,707
FBgn0031678,CG31918,Nepl3,629
FBgn0031805,CG9505,Nepl4,652
FBgn0031808,CG9507,Nepl5,684
FBgn0259716,CG42370,Nepl6,655
FBgn0032442,CG15485,Nepl7,669
FBgn0032585,CG4580,Nepl8,619
FBgn0032613,CG13283,Nepl9,652
FBgn0041105,CG12809,nerfin,775
FBgn0028999,CG13906,nerfin,469
FBgn0261479,CG2245,nero,302
FBgn0026630,CG9655,nes,497
FBgn0032848,CG10722,nesd,602
FBgn0002931,CG11450,net,360
FBgn0015773,CG18657,NetA,726
FBgn0015774,CG10521,NetB,793
FBgn0265416,CG44328,Neto,822
FBgn0037085,CG7204,Neu2,382
FBgn0002932,CG11988,neur,754
FBgn0283503,CG46284,Neurl4,1780
FBgn0037447,CG2330,Neurochondrin,723
FBgn0029905,CG3075,Nf,601
FBgn0035993,CG3891,Nf,399
FBgn0032816,CG10447,Nf,156
FBgn0015269,CG8318,Nf1,2802
FBgn0030505,CG11172,NFAT,1457
FBgn0042696,CG2380,NfI,766
FBgn0032393,CG12264,Nfs1,462
FBgn0002933,CG10781,ng1,107
FBgn0010294,CG14266,ng2,112
FBgn0010295,CG10788,ng3,146
FBgn0010296,CG10789,ng4,57
FBgn0031865,CG10806,Nha1,715
FBgn0263390,CG43442,Nha2,714
FBgn0026787,CG12178,Nhe1,649
FBgn0040297,CG9256,Nhe2,1322
FBgn0028703,CG11328,Nhe3,711
FBgn0029148,CG5258,NHP2,160
FBgn0041103,CG15259,nht,245
FBgn0036101,CG6449,NijA,245
FBgn0036822,CG11637,NijB,181
FBgn0038079,CG14394,NijC,138
FBgn0045980,CG10951,niki,841
FBgn0261514,CG42282,NimA,565
FBgn0027929,CG33119,NimB1,403
FBgn0028543,CG31839,NimB2,421
FBgn0054003,CG34003,NimB3,122
FBgn0028542,CG33115,NimB4,448
FBgn0028936,CG16873,NimB5,315
FBgn0259896,CG8942,NimC1,622
FBgn0028939,CG18146,NimC2,701
FBgn0001967,CG16880,NimC3,224
FBgn0260011,CG16876,NimC4,377
FBgn0002936,CG3966,ninaA,237
FBgn0002937,CG9347,ninaB,620
FBgn0002938,CG5125,ninaC,1501
FBgn0002939,CG31783,ninaD,513
FBgn0002940,CG4550,ninaE,373
FBgn0037896,CG6728,ninaG,597
FBgn0026402,CG8980,NiPp1,383
FBgn0053554,CG33554,Nipped,3790
FBgn0026401,CG17704,Nipped,2077
FBgn0030724,CG9212,Nipsnap,273
FBgn0024945,CG7067,NitFhit,460
FBgn0027548,CG2910,nito,793
FBgn0024321,CG8524,NK7,721
FBgn0085442,CG34413,NKAIN,658
FBgn0051547,CG31547,NKCC,1068
FBgn0002945,CG11614,nkd,928
FBgn0053126,CG33126,NLaz,245
FBgn0021874,CG2863,Nle,488
FBgn0051146,CG31146,Nlg1,1354
FBgn0031866,CG13772,Nlg2,1248
FBgn0083963,CG34127,Nlg3,1159
FBgn0083975,CG34139,Nlg4,1281
FBgn0016685,CG7917,Nlp,152
FBgn0005322,CG5395,nmd,369
FBgn0023542,CG3460,Nmd3,521
FBgn0013305,CG3798,Nmda1,324
FBgn0010399,CG2902,Nmdar1,997
FBgn0053513,CG33513,Nmdar2,1083
FBgn0010222,CG18466,Nmdmc,309
FBgn0028997,CG8362,nmdyn,387
FBgn0030573,CG5310,nmdyn,151
FBgn0039254,CG13645,Nmnat,389
FBgn0011817,CG7892,nmo,439
FBgn0020392,CG7436,Nmt,472
FBgn0265726,CG44533,Nna1,1890
FBgn0034523,CG13434,Nnf1a,194
FBgn0051658,CG31658,Nnf1b,204
FBgn0022069,CG12396,Nnp,687
FBgn0266570,CG2982,NO66,653
FBgn0026400,CG10009,Noa36,315
FBgn0005771,CG4491,noc,537
FBgn0261710,CG17255,nocte,2309
FBgn0002948,CG1763,nod,666
FBgn0014366,CG2925,noi,503
FBgn0014368,CG32077,nol,130
FBgn0051619,CG31619,nolo,1394
FBgn0037617,CG8145,nom,370
FBgn0016047,CG13207,nompA,1557
FBgn0016919,CG12548,nompB,857
FBgn0016920,CG11020,nompC,1761
FBgn0028473,CG8801,Non1,652
FBgn0035370,CG1240,Non2,244
FBgn0038585,CG7993,Non3,320
FBgn0004227,CG4211,nonA,742
FBgn0015520,CG10328,nonA,630
FBgn0263968,CG32743,nonC,3218
FBgn0033224,CG1553,Nop17l,834
FBgn0026196,CG10206,nop5,511
FBgn0038964,CG13849,Nop56,496
FBgn0259937,CG3333,Nop60B,508
FBgn0034314,CG5140,nopo,435
FBgn0037137,CG7421,Nopp140,773
FBgn0050418,CG30418,nord,587
FBgn0262738,CG3620,norpA,1095
FBgn0002962,CG5637,nos,401
FBgn0011676,CG6713,Nos,1349
FBgn0259734,CG42388,Nost,1330
FBgn0013717,CG4166,not,496
FBgn0085436,CG34407,Not1,2511
FBgn0260444,CG18616,Not10,635
FBgn0034963,CG13567,Not11,247
FBgn0033029,CG8426,Not3,844
FBgn0044028,CG13076,Notum,671
FBgn0085428,CG34399,Nox,1340
FBgn0265011,CG11824,Np,1041
FBgn0027785,CG6008,NP15,150
FBgn0024320,CG5722,Npc1a,1287
FBgn0261675,CG12092,Npc1b,1254
FBgn0031381,CG7291,Npc2a,148
FBgn0038198,CG3153,Npc2b,159
FBgn0037783,CG3934,Npc2c,165
FBgn0037782,CG12813,Npc2d,173
FBgn0051410,CG31410,Npc2e,168
FBgn0039154,CG6164,Npc2f,170
FBgn0039800,CG11314,Npc2g,159
FBgn0039801,CG11315,Npc2h,157
FBgn0027109,CG10342,NPF,102
FBgn0037408,CG1147,NPFR,489
FBgn0039735,CG7911,Nph,156
FBgn0039348,CG4673,Npl4,652
FBgn0035092,CG3441,Nplp1,487
FBgn0040813,CG11051,Nplp2,119
FBgn0042201,CG13061,Nplp3,90
FBgn0040717,CG15361,Nplp4,64
FBgn0030800,CG9104,Nprl2,412
FBgn0036397,CG8783,Nprl3,610
FBgn0030344,CG2025,Nrd1,1147
FBgn0264975,CG1634,Nrg,1309
FBgn0020391,CG4007,Nrk,724
FBgn0262509,CG43079,nrm,2192
FBgn0004108,CG9704,Nrt,846
FBgn0015776,CG9258,nrv1,309
FBgn0015777,CG9261,nrv2,323
FBgn0032946,CG8663,nrv3,313
FBgn0038975,CG7050,Nrx,1847
FBgn0013997,CG6827,Nrx,1284
FBgn0038473,CG3983,Ns1,581
FBgn0034243,CG6501,Ns2,674
FBgn0266284,CG14788,Ns3,606
FBgn0032882,CG9320,Ns4,575
FBgn0039559,CG4976,NSD,1427
FBgn0031848,CG11329,Nse1,235
FBgn0032251,CG13142,Nse4,290
FBgn0266464,CG33101,Nsf2,752
FBgn0262527,CG4699,nsl1,1570
FBgn0034740,CG3875,nsr,340
FBgn0036298,CG10627,nst,549
FBgn0026079,CG6133,Nsun2,746
FBgn0259704,CG42358,Nsun5,433
FBgn0013342,CG17248,nSyb,206
FBgn0261526,CG42576,NT1,1042
FBgn0050104,CG30104,NT5E,585
FBgn0034371,CG5473,Ntan1,310
FBgn0035461,CG10855,ntc,314
FBgn0032680,CG10174,Ntf,130
FBgn0031145,CG1740,Ntf,130
FBgn0267326,CG7075,Ntl,590
FBgn0033457,CG1675,Ntmt,276
FBgn0024947,CG3059,NTPase,524
FBgn0029147,CG6698,NtR,585
FBgn0085424,CG34395,nub,961
FBgn0052190,CG32190,NUCB1,569
FBgn0021768,CG9710,nudC,332
FBgn0036059,CG8104,nudE,377
FBgn0013718,CG33991,nuf,541
FBgn0031886,CG8902,Nuf2,395
FBgn0036812,CG4076,Nufip,511
FBgn0004143,CG14426,nullo,213
FBgn0027549,CG7927,Nulp1,702
FBgn0002973,CG3779,numb,556
FBgn0027868,CG6743,Nup107,845
FBgn0039004,CG6958,Nup133,1200
FBgn0061200,CG4453,Nup153,1929
FBgn0021761,CG4579,Nup154,1365
FBgn0262647,CG4738,Nup160,1411
FBgn0033766,CG8771,Nup188,1866
FBgn0031078,CG11943,Nup205,2090
FBgn0010660,CG3820,Nup214,1711
FBgn0030943,CG6540,Nup35,331
FBgn0039302,CG11856,Nup358,2718
FBgn0039301,CG11875,Nup37,320
FBgn0038609,CG7671,Nup43,358
FBgn0033247,CG8722,Nup44A,354
FBgn0033264,CG2158,Nup50,564
FBgn0033737,CG8831,Nup54,610
FBgn0038722,CG7360,Nup58,546
FBgn0034118,CG6251,Nup62,394
FBgn0034310,CG5733,Nup75,668
FBgn0027537,CG11092,Nup93,823
FBgn0038274,CG7262,Nup93,796
FBgn0039120,CG10198,Nup98,1960
FBgn0016687,CG4634,Nurf,338
FBgn0259697,CG40050,nvd,429
FBgn0005636,CG3385,nvy,757
FBgn0283508,CG43164,nw,491
FBgn0263456,CG43479,nwk,1075
FBgn0036640,CG4118,nxf2,841
FBgn0263232,CG32135,Nxf3,559
FBgn0051501,CG31501,nxf4,301
FBgn0028411,CG12752,Nxt1,133
FBgn0039852,CG1499,nyo,805
FBgn0027791,CG14789,O,490
FBgn0033901,CG12366,O,402
FBgn0011818,CG9884,oaf,487
FBgn0024944,CG3856,Oamb,751
FBgn0022774,CG8782,Oat,431
FBgn0051634,CG31634,Oatp26F,692
FBgn0032123,CG3811,Oatp30B,1197
FBgn0032433,CG5427,Oatp33Ea,745
FBgn0032435,CG6417,Oatp33Eb,814
FBgn0050277,CG30277,Oatp58Da,684
FBgn0034715,CG3382,Oatp58Db,680
FBgn0034716,CG3380,Oatp58Dc,789
FBgn0036732,CG7571,Oatp74D,819
FBgn0284250,CG42702,Oaz,1366
FBgn0038344,CG5205,obe,2183
FBgn0030985,CG15883,Obp18a,128
FBgn0031109,CG11748,Obp19a,146
FBgn0031110,CG1670,Obp19b,163
FBgn0031111,CG15457,Obp19c,175
FBgn0011280,CG1668,Obp19d,150
FBgn0043539,CG31941,Obp22a,117
FBgn0011283,CG6641,Obp28a,143
FBgn0033268,CG2297,Obp44a,143
FBgn0033508,CG12905,Obp46a,198
FBgn0033573,CG12944,Obp47a,165
FBgn0033614,CG13208,Obp47b,199
FBgn0050052,CG30052,Obp49a,212
FBgn0050067,CG30067,Obp50a,200
